qs1,qs2,qs3,qs4,qs5,merge1,partition_sort
0.0932779312133789,0.13759231567382812,0.1322650909423828,0.13235902786254883,0.13515281677246094,0.15472197532653809,0.07978653907775879
0.09064388275146484,0.13626337051391602,0.13492655754089355,0.13691115379333496,0.1337721347808838,0.15961933135986328,0.07978463172912598
0.0903019905090332,0.1440441608428955,0.13865351676940918,0.12787675857543945,0.1351451873779297,0.15482091903686523,0.07978582382202148
0.08918070793151855,0.1375594139099121,0.13986730575561523,0.12949419021606445,0.13042902946472168,0.15493988990783691,0.079681396484375
0.09105777740478516,0.13745331764221191,0.13662505149841309,0.13302350044250488,0.13246488571166992,0.15502476692199707,0.07995128631591797
0.09002995491027832,0.1371312141418457,0.14274811744689941,0.12813997268676758,0.13259148597717285,0.1551227569580078,0.07976198196411133
0.0895543098449707,0.14125943183898926,0.1320183277130127,0.13628172874450684,0.13395190238952637,0.15512967109680176,0.0801093578338623
0.09043240547180176,0.13634800910949707,0.13884234428405762,0.1301116943359375,0.13429999351501465,0.15480780601501465,0.08047723770141602
0.09000229835510254,0.13738489151000977,0.13641643524169922,0.12861251831054688,0.13808536529541016,0.15496182441711426,0.07986617088317871
0.09164667129516602,0.13898444175720215,0.14142251014709473,0.13300657272338867,0.13474702835083008,0.15485429763793945,0.0798957347869873
0.09062385559082031,0.14081025123596191,0.13716626167297363,0.14549016952514648,0.13197803497314453,0.15501856803894043,0.07985758781433105
0.09215736389160156,0.13820791244506836,0.13773655891418457,0.12425374984741211,0.1331956386566162,0.15473127365112305,0.07983064651489258
0.09080243110656738,0.13764572143554688,0.13723540306091309,0.13599491119384766,0.13099241256713867,0.15474343299865723,0.07978630065917969
0.09050631523132324,0.1360177993774414,0.14320874214172363,0.13214778900146484,0.13454031944274902,0.15478086471557617,0.07985329627990723
0.0901944637298584,0.1369311809539795,0.13473916053771973,0.13318848609924316,0.1329820156097412,0.15530014038085938,0.07970762252807617
0.08956480026245117,0.13494563102722168,0.13965368270874023,0.13024425506591797,0.133375883102417,0.15493988990783691,0.07970619201660156
0.08983159065246582,0.13648343086242676,0.13324737548828125,0.13518023490905762,0.13306212425231934,0.15516328811645508,0.07963347434997559
0.0898277759552002,0.13791203498840332,0.13428878784179688,0.15503215789794922,0.1346113681793213,0.15517759323120117,0.07968902587890625
0.08954906463623047,0.1442878246307373,0.1361219882965088,0.142913818359375,0.1321253776550293,0.15484356880187988,0.08003091812133789
0.08986425399780273,0.13463497161865234,0.14486169815063477,0.126450777053833,0.13306427001953125,0.15507769584655762,0.0797576904296875
0.09198737144470215,0.13531041145324707,0.1364583969116211,0.13214659690856934,0.13301825523376465,0.15502142906188965,0.07983040809631348
0.09022712707519531,0.138702392578125,0.13746309280395508,0.12779617309570312,0.1318988800048828,0.1596674919128418,0.08002448081970215
0.0931553840637207,0.13629627227783203,0.13563799858093262,0.13043689727783203,0.13240504264831543,0.15502667427062988,0.0801384449005127
0.09081459045410156,0.1382749080657959,0.13703489303588867,0.13532614707946777,0.13473296165466309,0.15454792976379395,0.0798487663269043
0.09004998207092285,0.13803315162658691,0.13596487045288086,0.1335916519165039,0.13316798210144043,0.15477514266967773,0.07992076873779297
0.0910024642944336,0.14049673080444336,0.14178848266601562,0.13519024848937988,0.13358163833618164,0.154937744140625,0.07983970642089844
0.0909876823425293,0.1336650848388672,0.141204833984375,0.13061189651489258,0.13266277313232422,0.15537476539611816,0.07996392250061035
0.09087300300598145,0.13701510429382324,0.1418612003326416,0.13298630714416504,0.13547182083129883,0.15508675575256348,0.07968950271606445
0.09076333045959473,0.1323699951171875,0.1325080394744873,0.14169073104858398,0.1322040557861328,0.15470409393310547,0.08116865158081055
0.09141969680786133,0.13882231712341309,0.1359550952911377,0.13215065002441406,0.1331031322479248,0.15470170974731445,0.0799407958984375
